"Id","MSZoning","LotFrontage","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolArea","PoolQC","Fence","MiscFeature","YrSold","SaleType","SaleCondition","SalePrice","Crisis","MSSubClass","LotArea","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","TotRmsAbvGrd","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","MiscVal","MoSold","Reforma","outlier"
1182,"RM",64,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",1,1,2,0,2,1,"Gd","Typ",1,"Gd","Attchd",2008,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2008,"New","Partial",392500,"Burbuja",120,5587,2008,2008,1480,0,120,1600,1652,0,0,1652,5,482,162,53,0,153,0,0,11,0,TRUE
1183,"RL",160,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,3,1,4,1,"Ex","Typ",2,"TA","Attchd",1996,"Fin",3,"TA","TA","Y",555,"Ex","MnPrv",NA,2007,"WD","Abnorml",745000,"Crisis",60,15623,1996,1996,2096,0,300,2396,2411,2065,0,4476,10,813,171,78,0,0,0,0,7,11,TRUE
1184,"RL",60,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,2,1,"TA","Typ",1,"Gd","Detchd",1970,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",120000,"Crisis",30,10800,1920,1950,821,0,299,1120,1130,0,0,1130,5,720,229,0,0,0,0,0,6,56,FALSE
1185,"RL",50,"Grvl",NA,"Reg","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","1Story",5,4,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","TA","TA","Gd","Rec","Unf","GasA","Gd","Y","SBrkr",1,0,1,1,3,1,"TA","Typ",2,"TA","2Types",1963,"RFn",3,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",186700,"Crisis",20,35133,1963,1963,1159,0,413,1572,1572,0,0,1572,5,995,0,263,0,0,263,0,5,44,TRUE
1186,"RL",60,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ","Unf","GasA","Gd","Y","SBrkr",1,0,1,0,4,1,"TA","Typ",0,NA,"Attchd",1965,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",104900,"Crisis",50,9738,1924,1950,392,0,392,784,949,272,0,1221,7,392,0,0,236,0,0,0,3,56,TRUE
1187,"RL",107,"Pave",NA,"IR1","Bnk","AllPub","Corner","Mod","OldTown","Artery","Artery","2fmCon","2Story",3,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","BLQ","Unf","GasA","TA","Y","SBrkr",1,0,2,0,3,2,"TA","Typ",0,NA,"CarPort",1920,"Unf",2,"Fa","Fa","Y",0,NA,NA,NA,2009,"WD","Abnorml",95000,"Burbuja",190,10615,1900,1970,440,0,538,978,1014,685,0,1699,7,420,0,74,0,0,0,0,8,39,TRUE
1188,"RL",89,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"Gd","Typ",1,"Fa","Attchd",1994,"RFn",3,"TA","TA","Y",0,NA,"GdPrv",NA,2006,"WD","Normal",262000,"Crisis",20,12461,1994,1995,1456,0,168,1624,1624,0,0,1624,5,757,0,114,192,0,0,0,7,11,TRUE
1189,"RL",68,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",0,NA,"Attchd",2002,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",195000,"Burbuja",60,8935,2002,2002,0,0,831,831,831,829,0,1660,7,493,144,68,0,0,0,0,7,7,FALSE
1190,"RL",60,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",1,"TA","Attchd",1999,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",189000,"Burbuja",60,7500,1999,1999,0,0,994,994,1028,776,0,1804,7,442,140,60,0,0,0,0,6,11,FALSE
1191,"RL",NA,"Pave",NA,"Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",1,"TA","2Types",1975,"Fin",4,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",168000,"Crisis",190,32463,1961,1975,1159,0,90,1249,1622,0,0,1622,7,1356,439,0,0,0,0,0,3,32,TRUE
1192,"FV",24,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd","Typ",0,NA,"Detchd",1999,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",174000,"Crisis",160,2645,1999,2000,0,0,776,776,764,677,0,1441,5,492,206,0,0,0,0,0,11,7,TRUE
1193,"RM",60,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"Gd","Typ",0,NA,"Detchd",1925,"Unf",1,"TA","Fa","P",0,NA,"GdWo",NA,2007,"WD","Normal",125000,"Crisis",50,9600,1925,1994,0,0,702,702,842,630,0,1472,6,250,0,0,84,0,0,0,7,13,FALSE
1194,"RM",NA,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"TA","Typ",0,NA,"Attchd",1999,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",165000,"Burbuja",120,4500,1999,1999,883,0,341,1224,1224,0,0,1224,5,402,0,304,0,0,0,0,6,10,TRUE
1195,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr",0,0,1,1,4,1,"TA","Typ",0,NA,"Attchd",1969,"Fin",1,"TA","TA","Y",0,NA,"MnPrv",NA,2010,"WD","Normal",158000,"Burbuja",60,9364,1969,1969,371,0,292,663,663,689,0,1352,7,299,379,36,0,0,0,0,3,41,TRUE
1196,"RL",51,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",0,NA,"Attchd",2005,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",176000,"Burbuja",60,8029,2005,2005,0,0,728,728,728,728,0,1456,8,400,100,24,0,0,0,0,7,3,FALSE
1197,"RL",58,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,4,1,"Gd","Typ",1,"Gd","BuiltIn",2006,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2006,"New","Partial",219210,"Crisis",60,14054,2006,2006,0,0,879,879,879,984,0,1863,9,660,100,17,0,0,0,0,11,0,FALSE
1198,"RM",65,"Pave",NA,"IR1","Bnk","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",1,"Gd","Detchd",1916,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"ConLw","Normal",144000,"Crisis",75,8850,1916,1950,0,0,815,815,815,875,0,1690,7,225,0,0,330,0,0,0,7,56,TRUE
1199,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",0,NA,"Attchd",2001,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",178000,"Burbuja",20,9100,2001,2001,0,0,1212,1212,1212,0,0,1212,6,573,356,0,0,0,0,0,6,8,TRUE
1200,"RL",75,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Gd","Y","SBrkr",0,0,1,1,3,1,"TA","Typ",1,"Po","Attchd",1974,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",148000,"Crisis",20,11235,1963,1979,547,0,504,1051,1382,0,0,1382,6,459,0,82,0,0,0,0,10,27,FALSE
1201,"RL",71,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",0,NA,"Attchd",1972,"Unf",1,"TA","TA","Y",0,NA,NA,"Shed",2006,"Oth","Abnorml",116050,"Crisis",20,9353,1970,1970,0,0,864,864,864,0,0,864,5,280,0,0,0,0,0,0,7,36,FALSE
1202,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",0,NA,"Attchd",1998,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",197900,"Burbuja",60,10400,1998,1998,0,0,866,866,866,913,0,1779,6,546,198,36,0,0,0,0,3,11,FALSE
1203,"RM",50,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",1,"Fa","Detchd",1960,"Unf",1,"TA","TA","N",0,NA,NA,NA,2009,"WD","Normal",117000,"Burbuja",50,6000,1925,1997,0,0,884,884,884,464,0,1348,5,216,0,0,208,0,0,0,5,12,TRUE
1204,"RL",75,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",2000,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",213000,"Burbuja",20,9750,2000,2001,0,0,1630,1630,1630,0,0,1630,6,451,74,234,0,0,0,0,10,8,TRUE
1205,"RL",78,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,1,3,1,"TA","Typ",0,NA,"Attchd",1975,"RFn",2,"TA","TA","Y",0,NA,"MnPrv",NA,2006,"WD","Normal",153500,"Crisis",20,10140,1975,1975,788,0,268,1056,1074,0,0,1074,6,495,0,88,0,0,0,0,7,31,FALSE
1206,"RL",90,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,7,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ","BLQ","GasA","Gd","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",1990,"RFn",3,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",271900,"Burbuja",20,14684,1990,1991,485,177,1496,2158,2196,0,0,2196,7,701,84,70,0,0,0,0,6,18,TRUE
1207,"RH",NA,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",4,4,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr",1,0,1,0,2,1,"TA","Typ",0,NA,"Detchd",1966,"Unf",1,"TA","TA","Y",0,NA,"MnPrv",NA,2006,"WD","Normal",107000,"Crisis",20,8900,1966,1966,1056,0,0,1056,1056,0,0,1056,5,384,0,42,0,0,0,0,11,40,FALSE
1208,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",0,NA,"Attchd",2003,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",200000,"Crisis",20,9135,2003,2003,340,0,1342,1682,1700,0,0,1700,7,544,192,23,0,0,0,0,5,3,FALSE
1209,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec","BLQ","GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",0,NA,"Detchd",1980,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",140000,"Burbuja",20,7763,1962,1980,504,108,319,931,1283,0,0,1283,6,506,0,0,0,0,0,0,10,28,FALSE
1210,"RL",85,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",1,"Gd","Attchd",2006,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2006,"New","Partial",290000,"Crisis",20,10182,2006,2006,1220,0,440,1660,1660,0,0,1660,8,500,322,50,0,0,0,0,5,0,FALSE
1211,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",1,"TA","Attchd",1992,"RFn",2,"TA","TA","Y",0,NA,"GdPrv","Shed",2010,"WD","Normal",189000,"Burbuja",60,11218,1992,1992,0,0,1055,1055,1055,790,0,1845,8,462,635,104,0,0,0,400,5,18,TRUE
1212,"RL",152,"Pave",NA,"IR1","Bnk","AllPub","Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","SBrkr",0,0,2,0,4,1,"TA","Typ",0,NA,"Basment",1988,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",164000,"Burbuja",50,12134,1988,2005,427,0,132,559,1080,672,0,1752,8,492,325,12,0,0,0,0,6,5,FALSE
1213,"RL",50,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr",1,0,1,0,2,1,"TA","Typ",0,NA,"Attchd",1941,"Unf",1,"TA","TA","N",0,NA,NA,NA,2009,"WD","Normal",113000,"Burbuja",30,9340,1941,1950,344,0,328,672,672,0,0,672,4,234,0,113,0,0,0,0,8,59,FALSE
1214,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",4,9,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,1,0,0,0,1,"TA","Typ",0,NA,"Attchd",1965,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",145000,"Crisis",80,10246,1965,2001,648,0,0,648,960,0,0,960,3,364,88,0,0,0,0,0,5,5,TRUE
1215,"RL",69,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",0,NA,"Attchd",1962,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",134500,"Crisis",85,10205,1962,1962,784,0,141,925,999,0,0,999,6,300,150,72,0,0,0,0,5,44,FALSE
1216,"RL",99,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ","GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",0,NA,"Detchd",1966,"RFn",1,"TA","TA","Y",0,NA,"MnPrv",NA,2007,"WD","Normal",125000,"Crisis",20,7094,1966,1966,180,374,340,894,894,0,0,894,5,384,0,0,0,0,0,0,5,41,TRUE
1217,"RM",68,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab",NA,NA,NA,NA,NA,"GasA","TA","Y","SBrkr",0,0,2,0,4,2,"TA","Typ",0,NA,"Attchd",1978,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",112000,"Burbuja",90,8930,1978,1978,0,0,0,0,1318,584,0,1902,8,539,0,0,0,0,0,0,4,32,TRUE
1218,"FV",72,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",0,NA,"Attchd",2009,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"New","Partial",229456,"Burbuja",20,8640,2009,2009,936,0,364,1300,1314,0,0,1314,6,552,135,112,0,0,0,0,9,0,FALSE
1219,"RM",52,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","Slab",NA,NA,NA,NA,NA,"GasA","Gd","N","SBrkr",0,0,1,0,2,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"N",0,NA,NA,NA,2006,"WD","Normal",80500,"Crisis",50,6240,1947,1950,0,0,0,0,672,240,0,912,3,0,0,0,0,0,0,0,7,56,TRUE
1220,"RM",21,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"N",0,NA,NA,NA,2006,"WD","Abnorml",91500,"Crisis",160,1680,1971,1971,0,0,672,672,672,546,0,1218,7,0,201,0,0,0,0,0,4,35,TRUE
1221,"RL",66,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ","GasA","TA","Y","SBrkr",0,0,1,0,2,1,"TA","Typ",0,NA,"Attchd",1964,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Abnorml",115000,"Crisis",20,7800,1964,1964,312,600,0,912,912,0,0,912,5,288,0,0,0,0,0,0,11,42,TRUE
1222,"RL",55,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ","GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",1,"TA","Attchd",1968,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",134000,"Burbuja",20,8250,1968,1968,250,492,210,952,1211,0,0,1211,5,322,0,63,0,0,0,0,8,40,TRUE
1223,"RL",78,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"TA","Typ",1,"Gd","Attchd",1949,"Unf",1,"TA","TA","Y",0,NA,"GdWo",NA,2007,"WD","Normal",143000,"Crisis",50,10496,1949,1950,196,0,844,1040,1168,678,0,1846,7,315,0,0,0,0,0,0,1,57,FALSE
1224,"RL",89,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ","Unf","GasA","TA","N","FuseA",0,0,2,0,4,1,"TA","Mod",0,NA,"Detchd",1951,"Unf",2,"TA","TA","Y",0,NA,"MnPrv",NA,2006,"WD","Normal",137900,"Crisis",20,10680,1951,1951,756,0,1380,2136,2136,0,0,2136,7,528,0,30,0,0,0,0,10,55,TRUE
1225,"RL",60,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd","Typ",1,"Gd","Attchd",2004,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",184000,"Burbuja",60,15384,2004,2005,724,0,64,788,788,702,0,1490,8,388,100,75,0,0,0,0,2,3,FALSE
1226,"RL",65,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,8,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",0,1,1,0,3,1,"TA","Typ",0,NA,"Attchd",1958,"RFn",1,"TA","TA","Y",0,NA,"MnWw",NA,2007,"WD","Normal",145000,"Crisis",80,10482,1958,1958,507,0,81,588,1138,0,0,1138,6,264,224,0,0,0,0,0,6,49,FALSE
1227,"RL",86,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Feedr","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,4,1,"Gd","Typ",1,"Gd","BuiltIn",2007,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",214000,"Burbuja",60,14598,2007,2007,0,0,894,894,894,1039,0,1933,9,668,100,18,0,0,0,0,1,1,FALSE
1228,"RL",72,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,2,1,"Gd","Typ",0,NA,"Detchd",1992,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",147000,"Burbuja",20,8872,1965,2008,595,0,317,912,912,0,0,912,5,576,0,240,0,0,0,0,12,0,TRUE
